method,query_id,unans_type,question,reason_unanswerable,answer
ircot,uq_0017,regulation_not_covered,Apa perubahan utama dalam Peraturan Pemerintah Nomor 3 Tahun 2014 tentang Pelaksanaan Undang-Undang Ketransmigrasian?,"PP yang ada di corpus adalah PP No. 19/2024, bukan PP No. 3/2014.",The original question asks about the main changes in Peraturan Pemerintah Nomor
ircot,uq_0019,regulation_not_covered,Apa ketentuan dalam Peraturan Presiden Nomor 50 Tahun 2018 tentang Percepatan Pembangunan Kawasan Transmigrasi?,Tidak ada Perpres apa pun di corpus.,"The retrieved evidence [1] and [4] indicates that ""Per"
ircot,uq_0020,regulation_not_covered,Bagaimana isi Peraturan Menteri Desa Nomor 91 Tahun 2016 tentang Status Perkembangan Desa?,Regulasi ini disebut sebagai contoh kualitatif di paper (Fig. 4) tapi teks lengkapnya tidak ada sebagai dokumen tersendiri di corpus.,Isi Peraturan Menteri Desa Nomor 91 Tahun 2016 tentang Status Perkembangan Desa
ircot,uq_0021,regulation_not_covered,Apa isi SNI 7331:2019 tentang mutu biji kopi?,"SNI yang ada di corpus adalah SNI 8926 dan SNI 6232:2025, bukan SNI 7331:2019.",What is SNI 7331:2019 about coffee bean quality?
ircot,uq_0022,regulation_not_covered,Sebutkan pasal-pasal penting dalam Undang-Undang Nomor 2 Tahun 1972 tentang Transmigrasi.,UU No. 2/1972 tidak ada di corpus.,Teks lengkap Undang-Undang Nomor 2 Tahun 1972 tentang Ketransmigrasian
ircot,uq_0023,regulation_not_covered,Apa isi Peraturan Menteri Pertanian Nomor 25 Tahun 2020 tentang Budidaya Komoditas Perkebunan di Kawasan Transmigrasi?,Permentan yang ada di corpus tidak bernomor/bertahun ini.,Peraturan Menteri Pertanian Nomor 25 Tahun 2020 tentang Budidaya Komoditas Perkebunan di Kawasan Transmigrasi (The previous retrieval attempts did not yield this specific regulation from the Ministry of Agriculture.)
ircot,uq_0025,regulation_not_covered,Bagaimana ketentuan insentif fiskal dalam Peraturan Pemerintah Nomor 12 Tahun 2021 tentang Kawasan Transmigrasi?,PP No. 12/2021 tidak ada di corpus.,Peraturan Pemerintah Nomor 12 Tahun 2021 tentang Kawasan Transmigrasi
ircot,uq_0026,regulation_not_covered,Apa isi Instruksi Presiden Nomor 1 Tahun 2011 tentang Percepatan Transmigrasi Nasional?,Tidak ada Inpres apa pun di corpus.,Isi Instruksi Presiden Nomor 1 Tahun 2011 tentang Percepatan Transmigrasi Nasional
ircot,uq_0028,regulation_not_covered,Apa isi SNI 8593:2018 tentang standar mutu jagung untuk pangan?,SNI 8593:2018 tidak ada di corpus.,Informasi tentang SNI 8593:2
ircot,uq_0030,regulation_not_covered,Apa isi Peraturan Pemerintah Nomor 8 Tahun 2016 tentang Perubahan Status Kawasan Transmigrasi?,PP No. 8/2016 tidak ada di corpus.,Peraturan Pemerintah Nomor 8 Tahun 2016
ircot,uq_0031,commodity_not_covered,Apa standar teknis budidaya teh di kawasan transmigrasi?,"Komoditas di corpus: padi, jagung, karet, udang, sapi, kopi, kakao, kelapa sawit — teh tidak termasuk.",The retrieved evidence indicates that technical standards for cultivation in transmigration areas are not
ircot,uq_0032,commodity_not_covered,Bagaimana panduan budidaya tembakau untuk petani transmigran?,Tembakau tidak ada di corpus.,panduan budidaya tembakau
ircot,uq_0033,commodity_not_covered,Apa kriteria mutu lada sesuai SNI yang berlaku di kawasan transmigrasi?,Lada tidak ada di corpus.,SNI mutu lada (Standar Nasional Indonesia mutu lada)
ircot,uq_0034,commodity_not_covered,Sebutkan teknik budidaya cengkeh yang direkomendasikan untuk kawasan transmigrasi.,Cengkeh tidak ada di corpus.,"teknik budidaya cengkeh rekomendasi kawasan transmigrasi
 budidaya cengkeh rekomendasi
 panduan budidaya cengkeh"
ircot,uq_0035,commodity_not_covered,Apa standar pengolahan pala di kawasan transmigrasi Maluku?,Pala tidak ada di corpus meski Maluku (provinsinya) ada — menguji apakah sistem 'memaksakan' jawaban dari konteks regional yang salah komoditas.,standar pengolahan pala di kawasan transmigrasi Maluku
ircot,uq_0036,commodity_not_covered,Bagaimana pedoman budidaya kapas untuk program transmigrasi?,Kapas tidak ada di corpus.,pedoman budidaya kapas transmigrasi Indonesia OR panduan budidaya kapas transmigrasi OR teknologi budidaya kapas transmigrasi
ircot,uq_0039,commodity_not_covered,Apa kriteria mutu bawang merah dalam program transmigrasi?,Bawang merah tidak ada di corpus.,SNI bawang merah OR Standar Nasional Indonesia bawang merah
ircot,uq_0040,commodity_not_covered,Bagaimana pedoman budidaya rumput laut di kawasan transmigrasi pesisir?,Rumput laut tidak ada di corpus (yang ada dari sektor perairan hanya udang).,pedoman budidaya rumput laut di kawasan trans
ircot,uq_0041,commodity_not_covered,Apa standar budidaya singkong/ubi kayu di kawasan transmigrasi?,Singkong/ubi kayu tidak ada di corpus.,standar budidaya singkong/ubi kayu kawasan transmigrasi
ircot,uq_0042,commodity_not_covered,Sebutkan teknik budidaya pisang untuk kawasan transmigrasi.,Pisang tidak ada di corpus.,teknik budidaya pisang lengkap OR panduan budid
ircot,uq_0043,commodity_not_covered,Apa pedoman budidaya kelapa (non-sawit) di kawasan transmigrasi?,Kelapa biasa (kopra) tidak ada di corpus — hanya kelapa sawit.,pedoman budidaya kelapa (non-sawit) di kawasan transmigrasi OR pedoman budidaya kelapa rakyat OR panduan budidaya kelapa bukan sawit
ircot,uq_0044,commodity_not_covered,Bagaimana standar budidaya vanili untuk petani transmigran?,Vanili tidak ada di corpus.,standar budidaya vanili untuk petani transmigran di Indonesia OR pedoman budidaya vanili untuk transmigran OR teknologi budidaya vanili untuk petani transmigran OR panduan budidaya vanili untuk transmigran OR rekomendasi budidaya vanili untuk transmigran
ircot,uq_0045,commodity_not_covered,Apa kriteria mutu jambu mete dalam program pengembangan komoditas transmigrasi?,Jambu mete tidak ada di corpus.,"The retrieved evidence mentions the concept of ""komoditas unggulan"""
ircot,uq_0046,out_of_domain_mixing,Bagaimana prosedur perizinan usaha pertambangan nikel di kawasan transmigrasi?,"Pertambangan bukan cakupan corpus (fokus: profil kawasan, standar komoditas, layanan, regulasi transmigrasi).",Peraturan perundang-undangan yang mengatur
ircot,uq_0047,out_of_domain_mixing,Apa syarat pengajuan Kredit Usaha Rakyat (KUR) untuk petani transmigran?,Skema pembiayaan perbankan KUR tidak dibahas di corpus.,"Syarat pengajuan Kredit Usaha Rakyat (KUR) untuk petani atau UMKM di sektor pertanian, termasuk dokumen yang diperlukan dan kriteria kelayakan, dari sumber yang lebih spesifik mengenai KUR."
ircot,uq_0048,out_of_domain_mixing,Bagaimana prosedur pendaftaran BPJS Kesehatan bagi warga transmigran?,BPJS Kesehatan (domain kesehatan) tidak dibahas di corpus.,Prosedur pendaftaran BPJS Kesehatan untuk warga yang sudah menjadi transmigran atau yang akan bertransmigrasi
ircot,uq_0049,out_of_domain_mixing,Apa ketentuan pajak UMKM bagi pelaku usaha di kawasan transmigrasi?,Perpajakan tidak dibahas di corpus.,"Peraturan pajak UMKM di Indonesia, termasuk insentif atau ketentuan khusus untuk daerah terpencil, tertinggal, atau kawasan transmigrasi."
ircot,uq_0050,out_of_domain_mixing,Bagaimana prosedur perizinan usaha pariwisata di kawasan transmigrasi?,"Pariwisata hanya pernah muncul sebagai skenario kebijakan hasil generate SR di contoh kualitatif paper, bukan fakta dari dokumen sumber.",The retrieved evidence so far discusses the general concept and potential of tourism
ircot,uq_0051,out_of_domain_mixing,Apa syarat pendirian sekolah menengah kejuruan di kawasan transmigrasi?,Pendidikan formal (SMK) tidak dibahas di corpus.,"The retrieved evidence mentions the general requirement for ""sarana pelayanan pendidikan"""
ircot,uq_0052,out_of_domain_mixing,Bagaimana skema investasi pembangkit listrik tenaga surya di kawasan transmigrasi?,Energi terbarukan tidak dibahas di corpus.,investasi pembangkit listrik tenaga surya di Indonesia
ircot,uq_0053,out_of_domain_mixing,Apa prosedur perizinan eksplorasi minyak dan gas bumi di kawasan transmigrasi?,Migas tidak dibahas di corpus.,"peraturan perizinan eksplorasi minyak dan gas bumi di Indonesia yang mengatur kawasan transmigrasi
 prosedur perizinan kegiatan usaha hulu minyak dan gas bumi di kawasan transmigrasi
 peran Kementerian Transmigrasi dalam perizinan eksplorasi migas"
ircot,uq_0054,out_of_domain_mixing,Bagaimana ketentuan pembangunan jalan tol yang melintasi kawasan transmigrasi?,Infrastruktur jalan tol tidak dibahas di corpus.,The current evidence provides general context about land ownership in transmigration areas (pem
ircot,uq_0055,out_of_domain_mixing,Apa syarat pendaftaran perguruan tinggi negeri baru di kawasan transmigrasi?,Perguruan tinggi tidak dibahas di corpus.,"informasi mengenai pendirian perguruan tinggi negeri di kawasan transmigrasi, regulasi umum syarat pendaftaran"
ircot,uq_0056,out_of_domain_mixing,Bagaimana prosedur izin usaha perikanan tangkap laut dalam bagi warga transmigran?,Perikanan tangkap laut dalam berbeda dari budidaya udang tambak yang ada di corpus.,prosedur izin usaha perikanan tangkap laut dalam Indonesia
ircot,uq_0057,out_of_domain_mixing,Apa ketentuan perbankan syariah untuk pembiayaan usaha transmigran?,Perbankan syariah tidak dibahas di corpus.,The retrieved evidence discusses general financing and credit for transmigration businesses (e.g
ircot,uq_0058,out_of_domain_mixing,Bagaimana regulasi e-commerce untuk produk UMKM kawasan transmigrasi?,E-commerce tidak dibahas di corpus.,"The retrieved evidence indicates a general policy direction towards:
1."
ircot,uq_0059,out_of_domain_mixing,Apa syarat pendirian rumah sakit tipe C di kawasan transmigrasi?,Fasilitas kesehatan tingkat lanjut (RS tipe C) tidak dibahas di corpus.,Peraturan Menteri Kesehatan tentang persyaratan pendirian rumah sakit tipe C
ircot,uq_0060,out_of_domain_mixing,Bagaimana prosedur sertifikasi halal untuk produk olahan komoditas di kawasan transmigrasi?,Sertifikasi halal tidak dibahas di corpus.,Prosedur sertifikasi halal untuk UMKM
arda_sr,uq_0001,province_not_in_corpus,Berapa luas total kawasan transmigrasi yang berstatus Mandiri di Provinsi Bali?,"Bali tidak ada di corpus (province coverage: Sultra, Sulteng, Sulbar, Kalsel, Sumut, Kalbar, Papua, Sumsel, Maluku, Kalteng, Sulsel, Sulut, NTT, Kaltim).","Tidak ada kawasan transmigrasi yang berstatus Mandiri di Provinsi Bali. Oleh karena itu, tidak ada luas total yang dapat diberikan."
arda_sr,uq_0016,regulation_not_covered,Apa isi Undang-Undang Nomor 15 Tahun 1997 tentang Ketransmigrasian?,"UU yang ada di corpus adalah UU No. 29/2009, bukan UU No. 15/1997.","Berdasarkan bukti yang diberikan, Undang-Undang Nomor 15 Tahun 1997 adalah tentang Ketransmigrasian. Namun, bukti tersebut tidak menjelaskan secara rin"
arda_sr,uq_0030,regulation_not_covered,Apa isi Peraturan Pemerintah Nomor 8 Tahun 2016 tentang Perubahan Status Kawasan Transmigrasi?,PP No. 8/2016 tidak ada di corpus.,Peraturan Pemerintah Nomor 8 Tahun 2016 mengatur tentang prosedur dan persyaratan untuk perubahan status Kawasan Transmigrasi.
arda_sr,uq_0035,commodity_not_covered,Apa standar pengolahan pala di kawasan transmigrasi Maluku?,Pala tidak ada di corpus meski Maluku (provinsinya) ada — menguji apakah sistem 'memaksakan' jawaban dari konteks regional yang salah komoditas.,"Berdasarkan informasi yang tersedia, tidak ada standar pengolahan pala spesifik yang disebutkan untuk kawasan transmigrasi Maluku. Namun, secara umum"
arda_sr,uq_0041,commodity_not_covered,Apa standar budidaya singkong/ubi kayu di kawasan transmigrasi?,Singkong/ubi kayu tidak ada di corpus.,"Tidak ada standar budidaya singkong/ubi kayu yang spesifik dan unik untuk kawasan transmigrasi yang secara eksplisit disebutkan. Namun, umumnya praktik"
arda_sr,uq_0042,commodity_not_covered,Sebutkan teknik budidaya pisang untuk kawasan transmigrasi.,Pisang tidak ada di corpus.,"Berdasarkan bukti yang tersedia, teknik budidaya pisang yang disebutkan adalah sebagai berikut:
*   Batasi jumlah anakan pisang"
arda_sr,uq_0054,out_of_domain_mixing,Bagaimana ketentuan pembangunan jalan tol yang melintasi kawasan transmigrasi?,Infrastruktur jalan tol tidak dibahas di corpus.,"Berdasarkan informasi yang tersedia, tidak ada ketentuan khusus yang secara eksplisit mengatur pembangunan jalan tol yang melintasi kawasan transmigrasi. Oleh karena itu"
arda_sr,uq_0060,out_of_domain_mixing,Bagaimana prosedur sertifikasi halal untuk produk olahan komoditas di kawasan transmigrasi?,Sertifikasi halal tidak dibahas di corpus.,"Berdasarkan bukti yang diberikan, produk unggulan kawasan transmigrasi perlu disertifikasi dan distandarisasi secara nasional maupun internasional. Namun, bukti tersebut tidak menjelaskan prosedur spesifik untuk sertifikasi halal bagi produk olahan komoditas di kawasan transmigrasi."
